"repository","url","name","owner","description","language","input_license_spdx_id","input_license_name","input_license_osi_approved","stars","issues","created_at","input_first_commit_at","input_last_commit_at","input_activity_months","input_ai_ml_match_topics","input_row_number","sample_source_sha256","accessibility_http_status","accessible_at_run","current_visibility","current_private","current_fork","current_archived","current_stars","current_open_issues","current_created_at","current_updated_at","current_license_spdx_id","current_license_name","current_metadata_exception","pre_cutoff","pre_commit_sha","pre_commit_date","pre_tree_sha","pre_tree_truncated","pre_document_paths","pre_D1","pre_C1","pre_C2","pre_C3","pre_C4","pre_C5","pre_C6","pre_C7","pre_score","pre_D1_evidence","pre_C1_evidence","pre_C2_evidence","pre_C3_evidence","pre_C4_evidence","pre_C5_evidence","pre_C6_evidence","pre_C7_evidence","pre_classification_note","pre_version_error","post_cutoff","post_commit_sha","post_commit_date","post_tree_sha","post_tree_truncated","post_document_paths","post_D1","post_C1","post_C2","post_C3","post_C4","post_C5","post_C6","post_C7","post_score","post_D1_evidence","post_C1_evidence","post_C2_evidence","post_C3_evidence","post_C4_evidence","post_C5_evidence","post_C6_evidence","post_C7_evidence","post_classification_note","post_version_error","observation"
"apache/tvm","https://github.com/apache/tvm","tvm","apache","Open Machine Learning Compiler Framework","Python","Apache-2.0","Apache License 2.0","true","13776","3918","2016-10-12T22:20:28Z","2016-10-12T22:20:28Z","2026-09-22T23:28:37Z","119.32","deep-learning; machine-learning","59","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","13776","254","2016-10-12T22:20:28Z","2026-09-22T23:28:42Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","af6b601694e44bf15d43cd228a4dfac127a6b33b","2018-05-22T17:37:31Z","217c35746acf0388439ed61e7b27390468230240","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","6383c7fd7f9edbd73e8d81a0b0f39d19e3b0e331","2026-06-30T19:35:22Z","59045c9245beadf160ddb587dc60a4d479bca76c","FALSE","README.md; docs/reference/security.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"Data-Centric-AI-Community/fg-data-profiling","https://github.com/Data-Centric-AI-Community/fg-data-profiling","fg-data-profiling","Data-Centric-AI-Community","1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ","Python","MIT","MIT License","true","13708","861","2016-01-09T23:47:55Z","2016-01-09T23:45:18Z","2026-09-11T18:43:12Z","128.05","deep-learning; machine-learning","60","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","13708","329","2016-01-09T23:47:55Z","2026-09-22T20:24:30Z","MIT","MIT License","","2018-05-24T23:59:59Z","28102467866a8b33ed67aa305f98a9d5ac54cf29","2018-05-17T13:31:55Z","c58817568872ccf22d4448ef0276c91c9d0f25a1","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","628d40088663790f54fa3d01733e2ecca1bf9338","2026-04-22T23:21:42Z","6cf29ca7bc2d4d185d6d7393c802cca04990d7b5","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"jacobgil/pytorch-grad-cam","https://github.com/jacobgil/pytorch-grad-cam","pytorch-grad-cam","jacobgil","Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more.","Python","MIT","MIT License","true","12980","446","2017-05-31T19:55:15Z","2017-05-31T20:04:37Z","2026-08-13T07:15:26Z","110.4","deep-learning; machine-learning; computer-vision; image-classification; object-detection","61","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","12980","160","2017-05-31T19:55:15Z","2026-09-22T17:31:50Z","MIT","MIT License","","2018-05-24T23:59:59Z","51536659d6bab8f6d06ff081f7a1d3e932656954","2018-01-07T13:06:14Z","5269a6dac83bdcdc462ebb6914a3bb4ba8514f78","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","084273b3f30b54ad0c64cf8020a4337d979a66e0","2026-06-14T03:41:33Z","71cb25510394ab4ab6c23b343ae0bc1151c5f63c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"chenyuntc/pytorch-book","https://github.com/chenyuntc/pytorch-book","pytorch-book","chenyuntc","PyTorch tutorials and fun projects including neural talk, neural style, poem writing, anime generation (《深度学习框架PyTorch：入门与实战》)","Jupyter Notebook","MIT","MIT License","true","12850","219","2017-05-24T07:49:38Z","2017-11-28T15:06:17Z","2022-08-14T09:21:29Z","56.5","deep-learning; image-classification","62","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","12850","133","2017-05-24T07:49:38Z","2026-09-22T23:06:57Z","MIT","MIT License","","2018-05-24T23:59:59Z","86ee77842f5e40d7396a2f57bc334a8b585aa7ba","2018-04-29T03:25:37Z","5b192f152ed486cb2f504c7101186828af1b5b8e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","688951721d11cd3f92440801e1b68b65ae2e439f","2022-08-14T09:21:29Z","ca236c3ea5d2ffba37ae545d3df2822edccc3180","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"zalandoresearch/fashion-mnist","https://github.com/zalandoresearch/fashion-mnist","fashion-mnist","zalandoresearch","A MNIST-like fashion product database. Benchmark :point_down: ","Python","MIT","MIT License","true","12831","106","2017-08-25T12:05:15Z","2017-08-25T12:24:31Z","2022-03-21T13:01:52Z","54.83","deep-learning; machine-learning; computer-vision; convolutional-neural-networks","63","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","12831","34","2017-08-25T12:05:15Z","2026-09-21T12:57:09Z","MIT","MIT License","","2018-05-24T23:59:59Z","770dda499f83cf21c2100062934b154cbaa153f8","2018-05-21T03:50:15Z","59fe5bacd1b32969b587e2731575bf15c7b31d82","FALSE","README.ja.md; README.md; README.zh-CN.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","b2617bb6d3ffa2e429640350f613e3291e10b141","2022-03-21T13:01:52Z","ec8d5e52c0b9b2b09ea3f9d36b7bfafaf8ec0e97","FALSE","README.ja.md; README.md; README.zh-CN.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"milesial/Pytorch-UNet","https://github.com/milesial/Pytorch-UNet","Pytorch-UNet","milesial","PyTorch implementation of the U-Net for image semantic segmentation with high quality images","Python","GPL-3.0","GNU General Public License v3.0","true","11673","462","2017-08-16T12:17:08Z","2017-08-16T12:17:08Z","2024-02-11T00:59:01Z","77.84","deep-learning; convolutional-neural-networks","64","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","11673","126","2017-08-16T12:17:08Z","2026-09-22T11:58:32Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","c34a455f1722e0b899e9e92c7766b83a9a641980","2018-04-09T03:15:24Z","0c02fb0edc4810ca0dd0d4e7e45fd85a796a33f8","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","21d7850f2af30a9695bbeea75f3136aa538cfc4a","2024-02-11T00:59:01Z","8e7fe592d9508a392a7314c58d26045d5f54659e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"wandb/wandb","https://github.com/wandb/wandb","wandb","wandb","The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.","Python","MIT","MIT License","true","11258","3907","2017-03-24T05:46:23Z","2017-02-21T07:25:41Z","2026-09-23T00:02:12Z","115","deep-learning; machine-learning; reinforcement-learning","65","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","11258","997","2017-03-24T05:46:23Z","2026-09-23T00:02:18Z","MIT","MIT License","","2018-05-24T23:59:59Z","6677fc053051054f49e2c70a578eb4e2b137dbb1","2018-05-24T23:56:57Z","f9851a7d3106eac9eb626f0be7b0a4d54fafdb06","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","bcd55db0fcee55d9d1c683bbcd0ff96e531d0616","2026-06-30T19:33:59Z","b814c51cebc211f5b3065c47066612af7c3aa8f1","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"aws/amazon-sagemaker-examples","https://github.com/aws/amazon-sagemaker-examples","amazon-sagemaker-examples","aws","Example 📓 Jupyter notebooks that demonstrate how to build, train, and deploy machine learning models using 🧠 Amazon SageMaker. ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true","10993","1457","2017-10-23T05:55:22Z","2017-10-25T18:13:05Z","2026-09-09T20:34:41Z","106.47","deep-learning; machine-learning; reinforcement-learning","66","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","10993","854","2017-10-23T05:55:22Z","2026-09-22T06:43:03Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","7e1c06aa6abfa9234b27c3601c1ef066689794c8","2018-05-24T04:46:25Z","93322393b44704b2bb13cab72f9655b9cbe18c2f","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","24fa34ca48a39325f50bd1c1922e58dcd3d39b17","2026-04-27T22:55:43Z","97dec70a1430467d04691a965363128c99eeebe1","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"mozilla/TTS","https://github.com/mozilla/TTS","TTS","mozilla",":robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)","Jupyter Notebook","MPL-2.0","Mozilla Public License 2.0","true","10172","570","2018-01-23T14:22:06Z","2018-01-22T09:48:59Z","2021-02-12T10:36:31Z","36.7","deep-learning","67","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","10172","38","2018-01-23T14:22:06Z","2026-09-22T16:01:05Z","MPL-2.0","Mozilla Public License 2.0","","2018-05-24T23:59:59Z","fe99baec5a31b743abd0049a1754e59adc0bc22c","2018-05-23T13:20:04Z","b971966fd9b31f5bed8ef16d86b43b8360cf70b2","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","e9e07844b77a43fb0864354791fb4cf72ffded11","2021-02-12T10:36:31Z","5bd5b389021009762be652e5c66a41a4792cfb47","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"OpenMined/PySyft","https://github.com/OpenMined/PySyft","PySyft","OpenMined","Perform data science on data that remains in someone else's server","Python","Apache-2.0","Apache License 2.0","true","10033","3415","2017-07-18T20:41:16Z","2017-07-18T20:41:16Z","2026-09-22T15:40:44Z","110.14","deep-learning","68","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","10033","17","2017-07-18T20:41:16Z","2026-09-22T15:40:55Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","4677f9a8566580efd631808dd5cada79c2ceb3e6","2018-05-22T16:43:53Z","4c1723d6581c1a1b6642f6e773760af070f78817","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","793f535032222e9d4b7c8fa7d34104121e8e2471","2026-06-30T15:51:58Z","d34c777c89a7975fb713f5cb0eec6f06a79056d3","FALSE","README.md; packages/syft-enclave/docs/security.md","1","0","0","0","0","0","1","1","2","sha=793f535032222e9d4b7c8fa7d34104121e8e2471; file=README.md; text=## Docs ## Features - Privacy-preserving — Private data never leaves the data owner's machine; only approved results are shared - Transport-agnostic — Works over Google Drive today, extensible to any file-based transport - Offline-first — Full functionality even when peers are offline; changes sync when connectivity resumes","","","","","","sha=793f535032222e9d4b7c8fa7d34104121e8e2471; file=README.md; text=## Docs ## Features - Privacy-preserving — Private data never leaves the data owner's machine; only approved results are shared - Transport-agnostic — Works over Google Drive today, extensible to any file-based transport - Offline-first — Full functionality even when peers are offline; changes sync when connectivity resumes","sha=793f535032222e9d4b7c8fa7d34104121e8e2471; file=README.md; text=## Docs ## Features - Privacy-preserving — Private data never leaves the data owner's machine; only approved results are shared - Transport-agnostic — Works over Google Drive today, extensible to any file-based transport - Offline-first — Full functionality even when peers are offline; changes sync when connectivity resumes","Classificação semantic-conservative-2026-09-c1-c4 por evidência textual contextualizada.","","par completo processado"
"yzhao062/pyod","https://github.com/yzhao062/pyod","pyod","yzhao062","A Python library for anomaly detection across tabular, time series, graph, text, image, and audio data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents.","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true","10013","378","2017-10-03T20:29:04Z","2017-10-03T20:29:04Z","2026-09-17T02:16:29Z","107.43","deep-learning; machine-learning; multimodal","69","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","10013","241","2017-10-03T20:29:04Z","2026-09-22T20:45:34Z","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","","2018-05-24T23:59:59Z","1c34103ecfb333a1943e14eb06b6597ef0d89fcc","2018-05-24T21:44:50Z","d364987aee1392286b3ae97aa7c150cc8ecadc2c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","bc31755ad1587c2e9d1adee0d33c1de5535a8687","2026-06-22T16:29:44Z","c7dacf6e2bca5a4360019f51d58bdc4ec781b85b","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"espnet/espnet","https://github.com/espnet/espnet","espnet","espnet","End-to-End Speech Processing Toolkit","Python","Apache-2.0","Apache License 2.0","true","9966","2499","2017-12-13T00:45:11Z","2017-12-13T00:50:36Z","2026-09-22T22:39:08Z","105.32","deep-learning","70","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","9966","102","2017-12-13T00:45:11Z","2026-09-22T22:39:15Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","76734d19215ff5f67f229f1c39a380b3f5a81491","2018-05-24T16:26:34Z","6cea78de8edc32c2f834c011391eb4afe90fc854","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","9d77e9c9c815754c0fcc82a2d8f6e3bd8e59c2ab","2026-06-29T17:35:12Z","e7ad1d29855930827a358c630fa0a7cfa0999c15","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"onnx/models","https://github.com/onnx/models","models","onnx","A collection of pre-trained, state-of-the-art models in the ONNX format ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true","9803","403","2017-10-06T00:03:03Z","2017-10-05T23:53:59Z","2026-08-01T04:35:14Z","105.82","deep-learning","71","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","9803","215","2017-10-06T00:03:03Z","2026-09-22T21:14:14Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","699dc4cfc6fbff70d56cc14bf2456f7bdd4e2faf","2018-05-21T10:58:22Z","d42de478ea0516d15498cabb73ab0f1ff4cdc86d","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","d55d2baeb0d6641643d5295a4f42b545fcf9d9e2","2026-06-27T15:13:50Z","a35e0cbf62ffec4e2cba005cbebe8cad20859e67","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","attention-is-all-you-need-pytorch","jadore801120","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","Python","MIT","MIT License","true","9800","181","2017-06-14T10:15:20Z","2017-06-14T10:15:20Z","2021-02-17T13:30:47Z","44.16","deep-learning; natural-language-processing; nlp","72","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","9800","83","2017-06-14T10:15:20Z","2026-09-22T20:10:36Z","MIT","MIT License","","2018-05-24T23:59:59Z","7fa8c63f9a5a6e997659054ebef2fc1a61630dc2","2017-11-19T04:09:18Z","8900d7fab1a7c2bea41cae101254d7b97e8aa451","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","132907dd272e2cc92e3c10e6c4e783a87ff8893d","2021-02-17T13:30:47Z","869ba11c1a09aff3ad8137951f94292b83ba8257","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
