"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"Hvass-Labs/TensorFlow-Tutorials","https://github.com/Hvass-Labs/TensorFlow-Tutorials","TensorFlow-Tutorials","Hvass-Labs","TensorFlow Tutorials with YouTube Videos","Jupyter Notebook","MIT","MIT License","true",9266,110,"2016-06-26T14:43:21Z","2026-09-16T06:27:11Z","2016-06-26T14:43:21Z","2020-04-12T13:17:48Z",45.53,"deep-learning; machine-learning; reinforcement-learning; neural-network","true","true"
"eriklindernoren/Keras-GAN","https://github.com/eriklindernoren/Keras-GAN","Keras-GAN","eriklindernoren","Keras implementations of Generative Adversarial Networks.","Python","MIT","MIT License","true",9204,228,"2017-07-11T16:24:53Z","2026-09-22T21:35:20Z","2017-07-11T16:24:54Z","2021-01-06T16:32:52Z",41.89,"deep-learning","true","true"
"pyro-ppl/pyro","https://github.com/pyro-ppl/pyro","pyro","pyro-ppl","Deep universal probabilistic programming with Python and PyTorch","Python","Apache-2.0","Apache License 2.0","true",9059,1100,"2017-06-16T05:03:47Z","2026-09-24T02:34:35Z","2017-06-16T05:03:47Z","2026-09-07T03:31:31Z",110.71,"deep-learning; machine-learning","true","true"
"dusty-nv/jetson-inference","https://github.com/dusty-nv/jetson-inference","jetson-inference","dusty-nv","Hello AI World guide to deploying deep-learning inference networks and deep vision primitives with TensorRT and NVIDIA Jetson.","C++","MIT","MIT License","true",9003,1864,"2016-07-30T19:56:47Z","2026-09-25T20:22:16Z","2016-07-30T19:56:47Z","2025-10-16T17:34:47Z",110.54,"deep-learning; machine-learning; computer-vision; object-detection","true","true"
"MITDeepLearning/introtodeeplearning","https://github.com/MITDeepLearning/introtodeeplearning","introtodeeplearning","MITDeepLearning","Lab Materials for MIT 6.S191: Introduction to Deep Learning","Jupyter Notebook","MIT","MIT License","true",8797,120,"2018-01-28T18:26:44Z","2026-09-25T10:40:21Z","2018-01-28T23:18:26Z","2026-01-04T21:14:10Z",95.2,"deep-learning; computer-vision","true","true"
"shenweichen/DeepCTR","https://github.com/shenweichen/DeepCTR","DeepCTR","shenweichen","Easy-to-use,Modular and Extendible package of deep-learning based CTR models .","Python","Apache-2.0","Apache License 2.0","true",8052,375,"2017-10-07T07:40:37Z","2026-09-19T11:41:57Z","2017-10-07T07:39:02Z","2026-04-26T09:50:35Z",102.6,"deep-learning","true","true"
"1adrianb/face-alignment","https://github.com/1adrianb/face-alignment","face-alignment","1adrianb",":fire: 2D and 3D Face alignment library build using pytorch ","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",7540,323,"2017-09-15T20:32:44Z","2026-09-23T23:55:38Z","2017-09-15T20:32:44Z","2026-04-06T22:19:13Z",102.66,"deep-learning","true","true"
"HIPS/autograd","https://github.com/HIPS/autograd","autograd","HIPS","Efficiently computes derivatives of NumPy code.","Python","MIT","MIT License","true",7533,423,"2014-11-24T15:50:23Z","2026-09-24T19:46:17Z","2014-11-24T15:47:33Z","2026-09-15T02:07:43Z",141.67,"deep-learning; machine-learning; neural-network","true","true"
"h2oai/h2o-3","https://github.com/h2oai/h2o-3","h2o-3","h2oai","H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM) & XGBoost, Random Forest, Generalized Linear Modeling (GLM with Elastic Net), K-Means, PCA, Generalized Additive Models (GAM), RuleFit, Support Vector Machine (SVM), Stacked Ensembles, Automatic Machine Learning (AutoML), etc.","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",7510,9689,"2014-03-03T16:08:07Z","2026-09-24T13:49:31Z","2014-03-03T16:08:07Z","2026-09-20T11:18:58Z",150.58,"deep-learning; machine-learning","true","true"
"PaddlePaddle/Paddle-Lite","https://github.com/PaddlePaddle/Paddle-Lite","Paddle-Lite","PaddlePaddle","PaddlePaddle High Performance Deep Learning Inference Engine for Mobile and Edge (飞桨高性能深度学习端侧推理引擎）","C++","Apache-2.0","Apache License 2.0","true",7278,2570,"2017-09-20T11:41:42Z","2026-09-25T10:35:12Z","2018-05-16T04:15:51Z","2025-05-22T12:07:25Z",84.21,"deep-learning; neural-network","true","true"
"OpenNMT/OpenNMT-py","https://github.com/OpenNMT/OpenNMT-py","OpenNMT-py","OpenNMT","Open Source Neural Machine Translation and (Large) Language Models in PyTorch","Python","MIT","MIT License","true",7018,1440,"2017-02-22T19:01:50Z","2026-09-23T06:16:24Z","2016-08-24T03:38:51Z","2024-06-27T17:56:21Z",94.11,"deep-learning","true","true"
"deepchem/deepchem","https://github.com/deepchem/deepchem","deepchem","deepchem","Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology","Python","MIT","MIT License","true",7018,1839,"2015-09-24T23:20:28Z","2026-09-25T18:53:52Z","2015-09-25T00:02:29Z","2026-08-20T19:01:34Z",130.84,"deep-learning","true","true"
"PaddlePaddle/models","https://github.com/PaddlePaddle/models","models","PaddlePaddle","Officially maintained, supported by PaddlePaddle, including CV, NLP, Speech, Rec, TS, big models and so on.","Python","Apache-2.0","Apache License 2.0","true",6931,1984,"2017-04-20T13:30:15Z","2026-09-25T04:48:37Z","2017-04-20T13:30:15Z","2025-01-15T17:54:36Z",92.88,"deep-learning; computer-vision; neural-network; natural-language-processing; nlp","true","true"
"yandexdataschool/Practical_RL","https://github.com/yandexdataschool/Practical_RL","Practical_RL","yandexdataschool","A course in reinforcement learning in the wild","Jupyter Notebook","Unlicense","The Unlicense","true",6581,188,"2017-01-23T16:18:00Z","2026-09-24T15:13:32Z","2017-01-23T16:18:01Z","2026-03-31T20:00:13Z",110.19,"deep-learning; reinforcement-learning","true","true"
"tensorflow/serving","https://github.com/tensorflow/serving","serving","tensorflow","A flexible, high-performance serving system for machine learning models","C++","Apache-2.0","Apache License 2.0","true",6364,1492,"2016-01-26T21:48:20Z","2026-09-25T03:13:45Z","2016-02-12T01:15:54Z","2026-09-25T03:13:31Z",127.4,"deep-learning; machine-learning; neural-network","true","true"
"tensorpack/tensorpack","https://github.com/tensorpack/tensorpack","tensorpack","tensorpack","A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility","Python","Apache-2.0","Apache License 2.0","true",6284,1353,"2015-12-25T23:08:44Z","2026-09-21T13:42:37Z","2015-12-25T23:08:44Z","2023-08-06T00:30:36Z",91.33,"deep-learning; machine-learning; reinforcement-learning","true","true"
"ufoym/deepo","https://github.com/ufoym/deepo","deepo","ufoym","Setup and customize deep learning environment in seconds.","Python","MIT","MIT License","true",6278,124,"2017-10-27T11:41:49Z","2026-09-21T12:10:51Z","2017-10-27T11:41:38Z","2026-03-25T15:09:19Z",100.89,"deep-learning","true","true"
"szad670401/HyperLPR","https://github.com/szad670401/HyperLPR","HyperLPR","szad670401","High Performance Chinese License Plate Recognition Framework.","C++","Apache-2.0","Apache License 2.0","true",6271,350,"2017-09-24T05:44:38Z","2026-09-23T02:13:59Z","2017-09-24T05:44:56Z","2024-07-27T15:16:25Z",82.08,"deep-learning","true","true"
"thtrieu/darkflow","https://github.com/thtrieu/darkflow","darkflow","thtrieu","Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices","Python","GPL-3.0","GNU General Public License v3.0","true",6139,1077,"2016-08-16T05:54:02Z","2026-09-21T12:10:35Z","2016-08-16T05:39:43Z","2020-02-25T01:21:12Z",42.31,"deep-learning; machine-learning; image-processing; convolutional-neural-networks; object-detection","true","true"
"chainer/chainer","https://github.com/chainer/chainer","chainer","chainer","A flexible framework of neural networks for deep learning","Python","MIT","MIT License","true",5919,2047,"2015-06-05T05:50:37Z","2026-09-11T02:35:55Z","2015-04-12T14:23:58Z","2022-10-17T02:18:00Z",90.16,"deep-learning; machine-learning; neural-network","true","true"
"dmlc/gluon-cv","https://github.com/dmlc/gluon-cv","gluon-cv","dmlc","Gluon CV Toolkit","Python","Apache-2.0","Apache License 2.0","true",5914,834,"2018-02-26T01:33:21Z","2026-09-23T09:15:05Z","2018-02-26T01:33:21Z","2023-01-19T00:37:33Z",58.74,"deep-learning; machine-learning; computer-vision; neural-network; image-classification; object-detection","true","true"
"DeepLabCut/DeepLabCut","https://github.com/DeepLabCut/DeepLabCut","DeepLabCut","DeepLabCut","Official implementation of DeepLabCut: Markerless pose estimation of user-defined features with deep learning for all animals incl. humans","Python","LGPL-3.0","GNU Lesser General Public License v3.0","true",5778,2187,"2018-03-26T22:29:12Z","2026-09-25T13:01:21Z","2018-04-10T21:21:14Z","2026-09-17T09:52:32Z",101.23,"deep-learning","true","true"
"microsoft/SynapseML","https://github.com/microsoft/SynapseML","SynapseML","microsoft","Simple and Distributed Machine Learning Python Library porting ML algorithms for Spark","Scala","MIT","MIT License","true",5247,783,"2017-06-05T08:23:44Z","2026-09-25T18:51:01Z","2017-06-02T15:10:46Z","2026-09-25T03:58:58Z",111.75,"deep-learning; machine-learning","true","true"
"amdegroot/ssd.pytorch","https://github.com/amdegroot/ssd.pytorch","ssd.pytorch","amdegroot","A PyTorch Implementation of Single Shot MultiBox Detector","Python","MIT","MIT License","true",5222,544,"2017-02-08T01:50:36Z","2026-09-19T05:46:19Z","2017-02-08T01:50:37Z","2019-03-11T21:43:06Z",25.03,"deep-learning; machine-learning; computer-vision; object-detection","true","true"
"grobidOrg/grobid","https://github.com/grobidOrg/grobid","grobid","grobidOrg","A machine learning software for extracting information from scholarly documents","Java","Apache-2.0","Apache License 2.0","true",5142,999,"2012-09-13T15:48:54Z","2026-09-25T11:59:43Z","2012-09-13T16:09:41Z","2026-09-22T10:20:13Z",168.26,"deep-learning; machine-learning; transformers","true","true"
"mdbloice/Augmentor","https://github.com/mdbloice/Augmentor","Augmentor","mdbloice","Image augmentation library in Python for machine learning.","Python","MIT","MIT License","true",5129,197,"2016-03-01T18:29:55Z","2026-09-11T08:08:07Z","2016-03-01T18:29:56Z","2023-03-29T07:02:37Z",84.87,"deep-learning; machine-learning","true","true"
"KaiyangZhou/deep-person-reid","https://github.com/KaiyangZhou/deep-person-reid","deep-person-reid","KaiyangZhou","Torchreid: Deep learning person re-identification in PyTorch.","Python","MIT","MIT License","true",4915,556,"2018-03-11T21:14:39Z","2026-09-25T13:12:40Z","2018-03-11T21:17:48Z","2026-01-09T05:23:24Z",93.97,"deep-learning; machine-learning; computer-vision","true","true"
"PaddlePaddle/VisualDL","https://github.com/PaddlePaddle/VisualDL","VisualDL","PaddlePaddle","Deep Learning Visualization Toolkit（『飞桨』深度学习可视化工具 ）","HTML","Apache-2.0","Apache License 2.0","true",4881,485,"2017-12-20T12:34:31Z","2026-09-23T11:32:11Z","2017-07-11T11:16:03Z","2025-01-22T06:02:52Z",90.4,"deep-learning","true","true"
"pytorch/ignite","https://github.com/pytorch/ignite","ignite","pytorch","High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",4787,1466,"2017-11-23T17:31:21Z","2026-09-24T09:43:40Z","2017-11-24T10:58:19Z","2026-09-09T21:55:06Z",105.5,"deep-learning; machine-learning; neural-network","true","true"
"suragnair/alpha-zero-general","https://github.com/suragnair/alpha-zero-general","alpha-zero-general","suragnair","A clean implementation based on AlphaZero for any game in any framework + tutorial + Othello/Gobang/TicTacToe/Connect4 and more","Jupyter Notebook","MIT","MIT License","true",4518,186,"2017-12-01T02:55:15Z","2026-09-24T19:19:43Z","2017-12-01T02:55:16Z","2025-01-01T19:59:02Z",85.04,"deep-learning; reinforcement-learning; neural-network","true","true"
"tensorflow/probability","https://github.com/tensorflow/probability","probability","tensorflow","Probabilistic reasoning and statistical analysis in TensorFlow","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",4433,1418,"2017-10-23T23:50:54Z","2026-09-23T22:07:21Z","2018-02-14T01:11:46Z","2026-09-23T22:07:09Z",103.28,"deep-learning; machine-learning","true","true"
"richzhang/PerceptualSimilarity","https://github.com/richzhang/PerceptualSimilarity","PerceptualSimilarity","richzhang","LPIPS metric. pip install lpips","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",4280,113,"2018-01-11T01:43:21Z","2026-09-24T06:12:23Z","2018-01-11T01:44:57Z","2023-12-19T18:37:07Z",71.25,"deep-learning","true","true"
"uxlfoundation/oneDNN","https://github.com/uxlfoundation/oneDNN","oneDNN","uxlfoundation","oneAPI Deep Neural Network Library (oneDNN)","C++","Apache-2.0","Apache License 2.0","true",4053,1451,"2016-05-09T23:26:42Z","2026-09-26T00:31:50Z","2016-07-07T14:16:42Z","2026-09-26T00:31:43Z",122.62,"deep-learning","true","true"
"sksq96/pytorch-summary","https://github.com/sksq96/pytorch-summary","pytorch-summary","sksq96","Model summary in PyTorch similar to `model.summary()` in Keras","Python","MIT","MIT License","true",4050,153,"2018-04-23T13:58:04Z","2026-09-19T05:43:13Z","2018-04-23T13:59:55Z","2021-05-10T18:34:53Z",36.57,"deep-learning","true","true"
"kenshohara/3D-ResNets-PyTorch","https://github.com/kenshohara/3D-ResNets-PyTorch","3D-ResNets-PyTorch","kenshohara","3D ResNets for Action Recognition (CVPR 2018)","Python","MIT","MIT License","true",4038,269,"2017-09-14T12:14:44Z","2026-09-17T03:46:30Z","2017-09-14T12:14:45Z","2020-05-11T08:56:11Z",31.86,"deep-learning; computer-vision","true","true"
"ikostrikov/pytorch-a2c-ppo-acktr-gail","https://github.com/ikostrikov/pytorch-a2c-ppo-acktr-gail","pytorch-a2c-ppo-acktr-gail","ikostrikov","PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) and Generative Adversarial Imitation Learning (GAIL).","Python","MIT","MIT License","true",3904,234,"2017-08-22T15:57:25Z","2026-09-25T03:47:28Z","2017-09-07T23:45:57Z","2021-11-24T23:48:29Z",50.56,"deep-learning; reinforcement-learning","true","true"
"NTMC-Community/MatchZoo","https://github.com/NTMC-Community/MatchZoo","MatchZoo","NTMC-Community","Facilitating the design, comparison and sharing of deep text matching models.","Python","Apache-2.0","Apache License 2.0","true",3849,463,"2017-06-08T08:55:22Z","2026-09-05T13:18:37Z","2017-06-08T09:05:40Z","2021-06-02T17:38:16Z",47.81,"deep-learning; neural-network; natural-language-processing","true","true"
"google/deepvariant","https://github.com/google/deepvariant","deepvariant","google","DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",3810,1023,"2017-11-23T01:56:22Z","2026-09-24T08:31:43Z","2017-12-01T21:30:18Z","2026-03-19T04:57:17Z",99.52,"deep-learning; machine-learning; deep-neural-network","true","true"
"apache/singa","https://github.com/apache/singa","singa","apache","a distributed deep learning platform","C++","Apache-2.0","Apache License 2.0","true",3606,114,"2015-04-02T07:00:05Z","2026-09-21T07:57:37Z","2015-04-19T06:32:01Z","2026-07-07T14:09:27Z",134.6,"deep-learning","true","true"
"PennyLaneAI/pennylane","https://github.com/PennyLaneAI/pennylane","pennylane","PennyLaneAI","PennyLane is an open-source quantum software platform for quantum computing, quantum machine learning, and quantum chemistry. Create meaningful quantum algorithms, from inspiration to implementation.","Python","Apache-2.0","Apache License 2.0","true",3475,1671,"2018-04-17T16:45:42Z","2026-09-25T23:12:19Z","2018-04-17T16:43:10Z","2026-09-25T18:19:51Z",101.28,"deep-learning; machine-learning; neural-network","true","true"
"richzhang/colorization","https://github.com/richzhang/colorization","colorization","richzhang","Automatic colorization using deep neural networks. ""Colorful Image Colorization."" In ECCV, 2016.","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",3463,104,"2016-03-26T02:33:33Z","2026-09-14T11:54:28Z","2016-03-26T02:38:15Z","2020-09-10T21:34:06Z",53.54,"deep-learning; computer-vision","true","true"
"onnx/onnx-tensorrt","https://github.com/onnx/onnx-tensorrt","onnx-tensorrt","onnx","ONNX-TensorRT: TensorRT backend for ONNX","C++","Apache-2.0","Apache License 2.0","true",3238,690,"2018-04-30T18:11:09Z","2026-09-24T06:02:45Z","2018-04-30T18:11:10Z","2026-09-14T17:27:45Z",100.49,"deep-learning","true","true"
"FudanNLP/fastNLP","https://github.com/FudanNLP/fastNLP","fastNLP","FudanNLP","fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.","Python","Apache-2.0","Apache License 2.0","true",3139,220,"2018-03-07T13:30:20Z","2026-09-17T12:50:52Z","2018-03-07T13:30:20Z","2022-12-13T03:52:09Z",57.21,"deep-learning; natural-language-processing","true","true"
"open-mmlab/mmskeleton","https://github.com/open-mmlab/mmskeleton","mmskeleton","open-mmlab","A OpenMMLAB toolbox  for human pose estimation, skeleton-based action recognition, and action synthesis.","Python","Apache-2.0","Apache License 2.0","true",3132,452,"2017-11-21T09:01:44Z","2026-09-25T11:36:37Z","2018-01-01T07:37:58Z","2020-11-17T19:42:47Z",34.54,"deep-learning","true","true"
"stellargraph/stellargraph","https://github.com/stellargraph/stellargraph","stellargraph","stellargraph","StellarGraph - Machine Learning on Graphs","Python","Apache-2.0","Apache License 2.0","true",3059,1045,"2018-04-13T07:35:51Z","2026-09-25T07:35:17Z","2018-04-13T07:35:52Z","2021-10-29T06:15:49Z",42.54,"deep-learning; machine-learning","true","true"
"maciejkula/spotlight","https://github.com/maciejkula/spotlight","spotlight","maciejkula","Deep recommender models using PyTorch.","Python","MIT","MIT License","true",3043,111,"2017-06-25T18:52:19Z","2026-08-17T16:21:32Z","2017-06-25T19:24:30Z","2020-02-09T21:03:48Z",31.51,"deep-learning; machine-learning","true","true"
"raghakot/keras-vis","https://github.com/raghakot/keras-vis","keras-vis","raghakot","Neural network visualization toolkit for keras","Python","MIT","MIT License","true",2992,214,"2016-11-11T23:27:34Z","2026-09-12T19:38:06Z","2016-11-11T23:27:34Z","2020-04-20T01:03:12Z",41.23,"deep-learning; machine-learning","true","true"
"jeeliz/jeelizFaceFilter","https://github.com/jeeliz/jeelizFaceFilter","jeelizFaceFilter","jeeliz","🎭 Lightweight WebGL & JavaScript library for real-time multi-face detection, tracking and augmented-reality face filters. Supports rotation, mouth-opening and integrates with Three.js, Babylon.js, Canvas2D and CSS3D","JavaScript","Apache-2.0","Apache License 2.0","true",2940,236,"2018-02-16T21:43:54Z","2026-09-25T22:27:06Z","2018-02-16T21:43:54Z","2025-11-14T13:50:55Z",92.89,"deep-learning","true","true"
"Conchylicultor/DeepQA","https://github.com/Conchylicultor/DeepQA","DeepQA","Conchylicultor","My tensorflow implementation of ""A neural conversational model"", a Deep learning based chatbot","Python","Apache-2.0","Apache License 2.0","true",2909,181,"2016-07-07T17:17:20Z","2026-09-08T03:20:33Z","2016-07-07T17:17:21Z","2022-12-30T14:42:36Z",77.76,"deep-learning","true","true"
"voxelmorph/voxelmorph","https://github.com/voxelmorph/voxelmorph","voxelmorph","voxelmorph","Unsupervised Learning for Image Registration","Python","Apache-2.0","Apache License 2.0","true",2754,473,"2018-05-14T16:19:41Z","2026-09-22T03:07:22Z","2018-05-14T16:29:28Z","2026-09-11T20:00:03Z",99.94,"deep-learning; machine-learning","true","true"
"onnx/tensorflow-onnx","https://github.com/onnx/tensorflow-onnx","tensorflow-onnx","onnx","Convert TensorFlow, Keras, Tensorflow.js and Tflite models to ONNX","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",2556,1093,"2018-03-13T18:39:56Z","2026-09-22T09:53:00Z","2018-03-13T18:39:56Z","2026-09-02T15:23:28Z",101.67,"deep-learning","true","true"
"microsoft/AutonomousDrivingCookbook","https://github.com/microsoft/AutonomousDrivingCookbook","AutonomousDrivingCookbook","microsoft","Scenarios, tutorials and demos for Autonomous Driving","Jupyter Notebook","MIT","MIT License","true",2440,124,"2017-11-30T20:51:02Z","2026-09-23T02:55:29Z","2017-11-30T20:51:02Z","2025-08-25T19:22:55Z",92.8,"deep-learning","true","true"
"leggedrobotics/darknet_ros","https://github.com/leggedrobotics/darknet_ros","darknet_ros","leggedrobotics","YOLO ROS: Real-Time Object Detection for ROS","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",2438,343,"2017-03-31T17:25:58Z","2026-09-22T05:16:55Z","2016-12-08T09:13:28Z","2021-06-30T07:14:22Z",54.7,"deep-learning; computer-vision; object-detection","true","true"
"tryolabs/luminoth","https://github.com/tryolabs/luminoth","luminoth","tryolabs","Deep Learning toolkit for Computer Vision.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",2404,181,"2017-02-16T15:07:46Z","2026-09-15T09:36:50Z","2017-01-25T19:06:15Z","2020-01-07T20:53:25Z",35.38,"deep-learning; machine-learning; computer-vision; object-detection","true","true"
"asyml/texar","https://github.com/asyml/texar","texar","asyml","Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow.  This is part of the CASL project: http://casl-project.ai/","Python","Apache-2.0","Apache License 2.0","true",2389,159,"2017-07-22T19:02:05Z","2026-09-17T12:50:41Z","2017-07-22T19:02:05Z","2026-07-21T02:23:58Z",107.93,"deep-learning; machine-learning; natural-language-processing","true","true"
"azavea/raster-vision","https://github.com/azavea/raster-vision","raster-vision","azavea","An open source library and framework for deep learning on satellite and aerial imagery.","Python","Apache-2.0","Apache License 2.0","true",2242,706,"2017-02-02T14:31:54Z","2026-09-17T05:48:08Z","2017-02-02T14:46:31Z","2026-06-04T14:55:56Z",111.99,"deep-learning; machine-learning; computer-vision; object-detection","true","true"
"RubixML/ML","https://github.com/RubixML/ML","ML","RubixML","A high-level machine learning and deep learning library for the PHP language.","PHP","MIT","MIT License","true",2207,200,"2018-02-14T07:20:19Z","2026-09-25T23:27:59Z","2018-02-14T07:21:26Z","2026-09-25T23:27:42Z",103.34,"deep-learning; machine-learning; natural-language-processing","true","true"
"asappresearch/sru","https://github.com/asappresearch/sru","sru","asappresearch","Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755)","Python","MIT","MIT License","true",2108,136,"2017-08-28T20:37:41Z","2026-09-22T20:30:17Z","2017-08-28T20:37:42Z","2021-05-19T15:52:48Z",44.67,"deep-learning; nlp","true","true"
"deepmodeling/deepmd-kit","https://github.com/deepmodeling/deepmd-kit","deepmd-kit","deepmodeling","A deep learning package for many-body potential energy representation and molecular dynamics","Python","LGPL-3.0","GNU Lesser General Public License v3.0","true",2050,1226,"2017-12-12T15:23:44Z","2026-09-23T04:49:00Z","2017-12-12T15:22:29Z","2026-09-22T16:51:24Z",105.32,"deep-learning","true","true"
"zhanghang1989/PyTorch-Encoding","https://github.com/zhanghang1989/PyTorch-Encoding","PyTorch-Encoding","zhanghang1989","A CV toolkit for my papers.","Python","MIT","MIT License","true",2045,359,"2017-05-12T18:04:54Z","2026-09-22T23:18:06Z","2017-05-12T18:09:40Z","2026-09-11T07:49:46Z",111.98,"deep-learning","true","true"
"tinghuiz/SfMLearner","https://github.com/tinghuiz/SfMLearner","SfMLearner","tinghuiz","An unsupervised learning framework for depth and ego-motion estimation from monocular videos","Jupyter Notebook","MIT","MIT License","true",2016,145,"2017-04-25T16:38:21Z","2026-08-31T05:33:15Z","2017-04-25T16:38:21Z","2021-10-26T05:58:09Z",54.03,"deep-learning","true","true"
"philipperemy/keras-tcn","https://github.com/philipperemy/keras-tcn","keras-tcn","philipperemy","Keras Temporal Convolutional Network. Supports Python and R.","Python","MIT","MIT License","true",2011,182,"2018-03-22T02:40:06Z","2026-09-21T13:55:18Z","2018-03-22T02:40:16Z","2026-06-16T12:28:03Z",98.83,"deep-learning; machine-learning","true","true"
"GPflow/GPflow","https://github.com/GPflow/GPflow","GPflow","GPflow","Gaussian processes in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",1917,824,"2016-01-14T11:29:24Z","2026-09-08T12:14:30Z","2016-01-14T11:29:24Z","2026-06-16T13:25:48Z",125.04,"deep-learning; machine-learning","true","true"
"jakeret/tf_unet","https://github.com/jakeret/tf_unet","tf_unet","jakeret","Generic U-Net Tensorflow implementation for image segmentation","Python","GPL-3.0","GNU General Public License v3.0","true",1910,268,"2016-08-12T08:02:22Z","2026-09-23T12:00:10Z","2016-08-12T08:05:00Z","2020-05-05T09:29:48Z",44.75,"deep-learning; neural-network","true","true"
"experiencor/keras-yolo2","https://github.com/experiencor/keras-yolo2","keras-yolo2","experiencor","Easy training on custom dataset. Various backends (MobileNet and SqueezeNet) supported. A YOLO demo to detect raccoon run entirely in brower is accessible at https://git.io/vF7vI (not on Windows).","Jupyter Notebook","MIT","MIT License","true",1732,437,"2017-03-22T15:08:29Z","2026-09-22T19:59:12Z","2017-03-22T15:20:14Z","2019-12-31T07:52:36Z",33.3,"deep-learning","true","true"
"Franck-Dernoncourt/NeuroNER","https://github.com/Franck-Dernoncourt/NeuroNER","NeuroNER","Franck-Dernoncourt","Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.","Python","MIT","MIT License","true",1725,154,"2017-03-07T01:24:15Z","2026-09-19T19:37:06Z","2017-03-07T01:24:15Z","2019-10-02T23:26:11Z",30.88,"deep-learning; machine-learning; nlp","true","true"
"scverse/scvi-tools","https://github.com/scverse/scvi-tools","scvi-tools","scverse","Deep probabilistic analysis of single-cell and spatial omics data","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1697,1190,"2017-09-06T05:39:48Z","2026-09-25T15:45:59Z","2017-09-06T05:39:48Z","2026-09-24T11:05:36Z",108.58,"deep-learning","true","true"
"amir-abdi/keras_to_tensorflow","https://github.com/amir-abdi/keras_to_tensorflow","keras_to_tensorflow","amir-abdi","General code to convert a trained keras model into an inference tensorflow model","Python","MIT","MIT License","true",1645,113,"2017-05-10T04:43:29Z","2026-09-22T09:53:13Z","2017-05-10T04:43:30Z","2020-11-23T20:22:55Z",42.5,"deep-learning; machine-learning","true","true"
"wy1iu/sphereface","https://github.com/wy1iu/sphereface","sphereface","wy1iu","Implementation for <SphereFace: Deep Hypersphere Embedding for Face Recognition> in CVPR'17.","Jupyter Notebook","MIT","MIT License","true",1606,138,"2017-07-19T16:46:26Z","2026-09-09T22:19:22Z","2017-07-19T16:46:27Z","2022-04-10T09:39:11Z",56.69,"deep-learning","true","true"
"maxpumperla/elephas","https://github.com/maxpumperla/elephas","elephas","maxpumperla","Distributed Deep learning with Keras & Spark","Python","MIT","MIT License","true",1574,161,"2015-08-13T12:09:19Z","2026-09-07T07:56:04Z","2015-08-13T12:09:19Z","2022-08-31T01:52:51Z",84.58,"deep-learning","true","true"
"yu4u/age-gender-estimation","https://github.com/yu4u/age-gender-estimation","age-gender-estimation","yu4u","Keras implementation of a CNN network for age and gender estimation","Jupyter Notebook","MIT","MIT License","true",1520,129,"2017-04-09T16:53:46Z","2026-08-10T15:40:44Z","2017-04-09T16:53:46Z","2020-08-21T13:00:32Z",40.4,"deep-learning; convolutional-neural-networks","true","true"
"geomstats/geomstats","https://github.com/geomstats/geomstats","geomstats","geomstats","Computations and statistics on manifolds with geometric structures.","Python","MIT","MIT License","true",1520,547,"2017-10-25T00:44:57Z","2026-09-18T16:06:42Z","2017-10-25T00:47:10Z","2026-08-21T18:26:15Z",105.87,"deep-learning; machine-learning","true","true"
"daavoo/pyntcloud","https://github.com/daavoo/pyntcloud","pyntcloud","daavoo","pyntcloud is a Python library for working with 3D point clouds.","Python","MIT","MIT License","true",1503,183,"2016-10-03T16:16:44Z","2026-09-13T20:50:59Z","2016-10-03T16:14:04Z","2025-03-15T11:51:43Z",101.34,"deep-learning","true","true"
